      epsi      cf   bet2n   bet2p   bet2t   gam2n   gam2p   gam2t    P_00     EP_NN     EP_PP     EP_NP      Etot
  0.003560  0.000 -0.000  0.000 -0.000   43.217   67.803  -89.999    0.000   -2.669   -2.391    -0.000   -18.760     4.135
  0.000095  0.000  0.055  0.045  0.100   -0.000    0.005    0.002    0.000   -2.290   -2.068    -0.000   -19.028     4.135
  0.000099  0.000  0.117  0.083  0.200    0.000    0.001    0.000    0.000   -1.412   -1.473    -0.000   -19.556     4.135
