  0,  0,  0,  0,  1,  1,  1,  1,  1,  1,  1,  1,  0, 0.288852600000000   
  0,  0,  0,  0,  1,  1,  1,  1,  1,  1,  2,  2,  0, -2.802444200000001  
  0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  5,  5,  0, -0.749869000000000  
  0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  6,  6,  0, -1.365832900000000  
  0,  0,  0,  0,  1,  1,  1,  1,  2,  2,  1,  1,  0, -2.802444200000001  
  0,  0,  0,  0,  1,  1,  1,  1,  2,  2,  2,  2,  0, -1.541822500000001  
  0,  0,  0,  0,  1,  1,  0,  0,  2,  2,  5,  5,  0, -1.486347500000000  
  0,  0,  0,  0,  1,  1,  0,  0,  2,  2,  6,  6,  0, -1.497825100000000  
  0,  0,  0,  0,  0,  0,  1,  1,  5,  5,  1,  1,  0, -0.749869000000000  
  0,  0,  0,  0,  0,  0,  1,  1,  5,  5,  2,  2,  0, -1.486347500000000  
  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  5,  5,  0, -1.645120800000001  
  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  6,  6,  0, -5.333252100000002  
  0,  0,  0,  0,  0,  0,  1,  1,  6,  6,  1,  1,  0, -1.365832900000000  
  0,  0,  0,  0,  0,  0,  1,  1,  6,  6,  2,  2,  0, -1.497825100000000  
  0,  0,  0,  0,  0,  0,  0,  0,  6,  6,  5,  5,  0, -5.333252100000002  
  0,  0,  0,  0,  0,  0,  0,  0,  6,  6,  6,  6,  0, -3.672827900000002  
  0,  0,  0,  0,  1,  1,  1,  1,  1,  2,  1,  2,  1, 0.527969000000000   
  0,  0,  0,  0,  1,  1,  1,  0,  1,  2,  2,  5,  1, -0.055475000000000  
  0,  0,  0,  0,  1,  1,  0,  0,  1,  2,  5,  6,  1, -0.075560800000000  
  0,  0,  0,  0,  1,  0,  1,  1,  2,  5,  1,  2,  1, -0.055475000000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  2,  5,  1, -0.030606900000000  
  0,  0,  0,  0,  1,  0,  0,  0,  2,  5,  5,  6,  1, -0.033476300000000  
  0,  0,  0,  0,  0,  0,  1,  1,  5,  6,  1,  2,  1, -0.075560800000000  
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  2,  5,  1, -0.033476300000000  
  0,  0,  0,  0,  0,  0,  0,  0,  5,  6,  5,  6,  1, -0.083212500000000  
  0,  0,  0,  0,  1,  1,  1,  1,  1,  2,  1,  2,  2, -0.275462100000000  
  0,  0,  0,  0,  1,  1,  1,  0,  1,  2,  1,  5,  2, 0.230508200000000   
  0,  0,  0,  0,  1,  1,  1,  1,  1,  2,  2,  2,  2, 0.812940600000000   
  0,  0,  0,  0,  1,  1,  1,  0,  1,  2,  2,  5,  2, 0.152078000000000   
  0,  0,  0,  0,  1,  1,  1,  0,  1,  2,  2,  6,  2, 0.305112500000000   
  0,  0,  0,  0,  1,  1,  0,  0,  1,  2,  5,  5,  2, 0.346277500000000   
  0,  0,  0,  0,  1,  1,  0,  0,  1,  2,  5,  6,  2, -0.143469800000000  
  0,  0,  0,  0,  1,  1,  0,  0,  1,  2,  6,  6,  2, 0.338161700000000   
  0,  0,  0,  0,  1,  0,  1,  1,  1,  5,  1,  2,  2, 0.230508200000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  5,  1,  5,  2, -0.129122900000000  
  0,  0,  0,  0,  1,  0,  1,  1,  1,  5,  2,  2,  2, -0.063574400000000  
  0,  0,  0,  0,  1,  0,  1,  0,  1,  5,  2,  5,  2, -0.372065100000000  
  0,  0,  0,  0,  1,  0,  1,  0,  1,  5,  2,  6,  2, -0.923945800000000  
  0,  0,  0,  0,  1,  0,  0,  0,  1,  5,  5,  5,  2, -0.251592300000000  
  0,  0,  0,  0,  1,  0,  0,  0,  1,  5,  5,  6,  2, 0.327111200000000   
  0,  0,  0,  0,  1,  0,  0,  0,  1,  5,  6,  6,  2, -0.635743900000000  
  0,  0,  0,  0,  1,  1,  1,  1,  2,  2,  1,  2,  2, 0.812940600000000   
  0,  0,  0,  0,  1,  1,  1,  0,  2,  2,  1,  5,  2, -0.063574400000000  
  0,  0,  0,  0,  1,  1,  1,  1,  2,  2,  2,  2,  2, 0.038258600000000   
  0,  0,  0,  0,  1,  1,  1,  0,  2,  2,  2,  5,  2, -0.091980000000000  
  0,  0,  0,  0,  1,  1,  1,  0,  2,  2,  2,  6,  2, -0.439610100000000  
  0,  0,  0,  0,  1,  1,  0,  0,  2,  2,  5,  5,  2, -0.244855200000000  
  0,  0,  0,  0,  1,  1,  0,  0,  2,  2,  5,  6,  2, 0.024347600000000   
  0,  0,  0,  0,  1,  1,  0,  0,  2,  2,  6,  6,  2, -0.514578500000000  
  0,  0,  0,  0,  1,  0,  1,  1,  2,  5,  1,  2,  2, 0.152078000000000   
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  1,  5,  2, -0.372065100000000  
  0,  0,  0,  0,  1,  0,  1,  1,  2,  5,  2,  2,  2, -0.091980000000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  2,  5,  2, 0.205640100000000   
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  2,  6,  2, -0.384499200000000  
  0,  0,  0,  0,  1,  0,  0,  0,  2,  5,  5,  5,  2, -0.031110900000000  
  0,  0,  0,  0,  1,  0,  0,  0,  2,  5,  5,  6,  2, 0.282157300000000   
  0,  0,  0,  0,  1,  0,  0,  0,  2,  5,  6,  6,  2, -0.385504300000000  
  0,  0,  0,  0,  1,  0,  1,  1,  2,  6,  1,  2,  2, 0.305112500000000   
  0,  0,  0,  0,  1,  0,  1,  0,  2,  6,  1,  5,  2, -0.923945800000000  
  0,  0,  0,  0,  1,  0,  1,  1,  2,  6,  2,  2,  2, -0.439610100000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  6,  2,  5,  2, -0.384499200000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  6,  2,  6,  2, -0.584400500000000  
  0,  0,  0,  0,  1,  0,  0,  0,  2,  6,  5,  5,  2, -0.603280400000000  
  0,  0,  0,  0,  1,  0,  0,  0,  2,  6,  5,  6,  2, -0.013390500000000  
  0,  0,  0,  0,  1,  0,  0,  0,  2,  6,  6,  6,  2, -0.679028600000000  
  0,  0,  0,  0,  0,  0,  1,  1,  5,  5,  1,  2,  2, 0.346277500000000   
  0,  0,  0,  0,  0,  0,  1,  0,  5,  5,  1,  5,  2, -0.251592300000000  
  0,  0,  0,  0,  0,  0,  1,  1,  5,  5,  2,  2,  2, -0.244855200000000  
  0,  0,  0,  0,  0,  0,  1,  0,  5,  5,  2,  5,  2, -0.031110900000000  
  0,  0,  0,  0,  0,  0,  1,  0,  5,  5,  2,  6,  2, -0.603280400000000  
  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  5,  5,  2, -0.417019000000000  
  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  5,  6,  2, 0.853520000000000   
  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  6,  6,  2, -1.220450100000001  
  0,  0,  0,  0,  0,  0,  1,  1,  5,  6,  1,  2,  2, -0.143469800000000  
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  1,  5,  2, 0.327111200000000   
  0,  0,  0,  0,  0,  0,  1,  1,  5,  6,  2,  2,  2, 0.024347600000000   
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  2,  5,  2, 0.282157300000000   
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  2,  6,  2, -0.013390500000000  
  0,  0,  0,  0,  0,  0,  0,  0,  5,  6,  5,  5,  2, 0.853520000000000   
  0,  0,  0,  0,  0,  0,  0,  0,  5,  6,  5,  6,  2, 0.099472400000000   
  0,  0,  0,  0,  0,  0,  1,  1,  6,  6,  1,  2,  2, 0.338161700000000   
  0,  0,  0,  0,  0,  0,  1,  0,  6,  6,  1,  5,  2, -0.635743900000000  
  0,  0,  0,  0,  0,  0,  1,  1,  6,  6,  2,  2,  2, -0.514578500000000  
  0,  0,  0,  0,  0,  0,  1,  0,  6,  6,  2,  5,  2, -0.385504300000000  
  0,  0,  0,  0,  0,  0,  1,  0,  6,  6,  2,  6,  2, -0.679028600000000  
  0,  0,  0,  0,  0,  0,  0,  0,  6,  6,  5,  5,  2, -1.220450100000001  
  0,  0,  0,  0,  0,  0,  0,  0,  6,  6,  6,  6,  2, -2.085095000000001  
  0,  0,  0,  0,  1,  0,  1,  0,  1,  5,  1,  5,  3, 0.196075400000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  5,  1,  6,  3, 0.074604300000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  5,  2,  5,  3, -0.006695300000000  
  0,  0,  0,  0,  1,  0,  1,  0,  1,  5,  2,  6,  3, -0.056431500000000  
  0,  0,  0,  0,  1,  0,  0,  0,  1,  5,  5,  6,  3, -0.076517200000000  
  0,  0,  0,  0,  1,  0,  1,  0,  1,  6,  1,  5,  3, 0.074604300000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  6,  1,  6,  3, 0.266853900000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  6,  2,  5,  3, 0.133905200000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  6,  2,  6,  3, -0.074604300000000  
  0,  0,  0,  0,  1,  0,  0,  0,  1,  6,  5,  6,  3, -0.011477600000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  1,  5,  3, -0.006695300000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  1,  6,  3, 0.133905200000000   
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  2,  5,  3, 0.114775900000000   
  0,  0,  0,  0,  1,  0,  1,  0,  2,  5,  2,  6,  3, -0.024868100000000  
  0,  0,  0,  0,  1,  0,  0,  0,  2,  5,  5,  6,  3, -0.126253500000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  6,  1,  5,  3, -0.056431500000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  6,  1,  6,  3, -0.074604300000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  6,  2,  5,  3, -0.024868100000000  
  0,  0,  0,  0,  1,  0,  1,  0,  2,  6,  2,  6,  3, 0.213291800000000   
  0,  0,  0,  0,  1,  0,  0,  0,  2,  6,  5,  6,  3, 0.112862900000000   
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  1,  5,  3, -0.076517200000000  
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  1,  6,  3, -0.011477600000000  
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  2,  5,  3, -0.126253500000000  
  0,  0,  0,  0,  0,  0,  1,  0,  5,  6,  2,  6,  3, 0.112862900000000   
  0,  0,  0,  0,  0,  0,  0,  0,  5,  6,  5,  6,  3, 0.212335400000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  6,  1,  6,  4, -0.022955200000000  
  0,  0,  0,  0,  1,  0,  1,  0,  1,  6,  2,  5,  4, 0.507883200000000   
  0,  0,  0,  0,  1,  0,  1,  0,  1,  6,  2,  6,  4, 0.480145700000000   
